No.,md5hash,ec2 instance-id,title
11,ed2e2a6681575d3aac1135ffc164b6ee,i-0b2d288779c9ff43d,Ensure unneeded network protocols are disabled. : Kernel Module dccp is expected to be disabled
12,14d72c02f839a8d49e53a598b42abf0b,i-08fb7ae532171e2f6,"Ensure kernel module loading and unloading is collected : Command: `auditbeat show auditd-rules | grep modules` stdout is expected to match /^-a (always,exit|exit,always) -S all -F path=\/sbin\/insmod -F perm=(wa|aw) -F auid!=(-1|4294967295) -F key=modules/"
13,aa5af4c53da11d9a2c6da6444322e3e6,i-0b2d288779c9ff43d,"Ensure events that modify date and time information are collected : Command: `auditbeat show auditd-rules | grep time-change` stdout is expected to match /^-a (always,exit|exit,always) -S all -F path=\/etc\/localtime -F perm=(wa|aw) -F auid!=(-1|4294967295) -F key=time-change/"
14,3a6e2b966d1934040670484998ed1838,i-0b2d288779c9ff43d,"Ensure unsuccessful unauthorized file access attempts are collected : Command: `auditbeat show auditd-rules | grep access` stdout is expected to match /^-a (always,exit|exit,always) -F arch=b32 -S (.*creat.*) -F exit=-EPERM -F auid>=(1000|ubuntu) -F auid!=(-1|4294967295) -F key=access/"
15,a92689fa209579c3d73de2c3c7ca2c40,i-08fb7ae532171e2f6,"Ensure use of privileged commands is collected : Command: `auditbeat show auditd-rules | grep privileged` stdout is expected to match /^-a (always,exit|exit,always) -S all -F path=\/sbin\/unix_chkpwd -F perm=x -F auid>=(1000|ubuntu) -F auid!=(-1|4294967295) -F key=privileged/"
16,a2458dfa8f049ebd87a927e7f1872324,i-0b2d288779c9ff43d,"Ensure events that modify date and time information are collected : Command: `auditbeat show auditd-rules | grep time-change` stdout is expected to match /^-a (always,exit|exit,always) -F arch=b32 -S (.*adjtimex.*) -F auid!=(-1|4294967295) -F key=time-change/"
17,a92523c975970eb48ec1fa7fbee7d204,i-08fb7ae532171e2f6,"Ensure file deletion events by users are collected : Command: `auditbeat show auditd-rules | grep delete` stdout is expected to match /^-a (always,exit|exit,always) -F arch=b64 -S (.*rename.*) -F auid>=(1000|ubuntu) -F auid!=(-1|4294967295) -F key=delete/"
18,551df21fdfbd42d864cc515d1300f463,i-0b2d288779c9ff43d,"Ensure file deletion events by users are collected : Command: `auditbeat show auditd-rules | grep delete` stdout is expected to match /^-a (always,exit|exit,always) -F arch=b64 -S (.*unlinkat.*) -F auid>=(1000|ubuntu) -F auid!=(-1|4294967295) -F key=delete/"
19,4d5dcd43646964d789f40833fe38e287,i-0b2d288779c9ff43d,"Ensure login and logout events are collected : Command: `auditbeat show auditd-rules | grep logins` stdout is expected to match /^-a (always,exit|exit,always) -S all -F path=\/var\/log\/faillog -F perm=(wa|aw) -F auid!=(-1|4294967295) -F key=logins/"
20,c654468f77735c033b269af4257a2d42,i-0b2d288779c9ff43d,Ensure secure ICMP redirects are not accepted : Kernel Parameter net.ipv4.conf.all.secure_redirects value is expected to eq 0
21,46e8c9e80474c4e00b55cb032e73d752,i-0b2d288779c9ff43d,"Ensure use of privileged commands is collected : Command: `auditbeat show auditd-rules | grep privileged` stdout is expected to match /^-a (always,exit|exit,always) -S all -F path=\/usr\/bin\/expiry -F perm=x -F auid>=(1000|ubuntu) -F auid!=(-1|4294967295) -F key=privileged/"
22,e08beb17f9bbb927cc94fedb026d6172,i-0b2d288779c9ff43d,"Ensure filebeat is installed, enabled and running. : Service filebeat is expected to be running"
23,b55f10230bc4a1de28ac1ef59f48b393,i-0b2d288779c9ff43d,Ensure unneeded network protocols are disabled. : Kernel Module rds is expected to be disabled
24,af264ced71fbb21513e7200d02ce2b08,i-0b2d288779c9ff43d,Ensure source routed packets are not accepted : Kernel Parameter net.ipv4.conf.default.accept_source_route value is expected to eq 0
25,f492e8d2ca82abd6b534f1566942ed17,i-0b2d288779c9ff43d,"Ensure use of privileged commands is collected : Command: `auditbeat show auditd-rules | grep privileged` stdout is expected to match /^-a (always,exit|exit,always) -S all -F path=\/sbin\/unix_chkpwd -F perm=x -F auid>=(1000|ubuntu) -F auid!=(-1|4294967295) -F key=privileged/"
26,69b47a1fdc8699acdaf4899d6efab46e,i-08fb7ae532171e2f6,"Ensure use of privileged commands is collected : Command: `auditbeat show auditd-rules | grep privileged` stdout is expected to match /^-a (always,exit|exit,always) -S all -F path=\/usr\/bin\/ssh-agent -F perm=x -F auid>=(1000|ubuntu) -F auid!=(-1|4294967295) -F key=privileged/"
27,f7d195c3181aea1bea2a57dc600c9d3e,i-08fb7ae532171e2f6,Ensure audit_backlog_limit is sufficient (). : File /boot/grub/menu.lst content is expected to match /audit_backlog_limit=8192/
28,420c896721d8ae26eaead32cbb41a956,i-0b2d288779c9ff43d,"Ensure discretionary access control permission modification events are collected : Command: `auditbeat show auditd-rules | grep perm_mod` stdout is expected to match /^-a (always,exit|exit,always) -F arch=b64 -S (.*fchmod.*) -F auid>=(1000|ubuntu) -F auid!=(-1|4294967295) -F key=perm_mod/"
29,d3c9cca69f3845102816b0ae72bf1236,i-08fb7ae532171e2f6,"Ensure use of privileged commands is collected : Command: `auditbeat show auditd-rules | grep privileged` stdout is expected to match /^-a (always,exit|exit,always) -S all -F path=\/usr\/bin\/traceroute6.iputils -F perm=x -F auid>=(1000|ubuntu) -F auid!=(-1|4294967295) -F key=privileged/"
30,9c489e55f185cec5a523955993eeaee0,i-0b2d288779c9ff43d,"Ensure kernel module loading and unloading is collected : Command: `auditbeat show auditd-rules | grep modules` stdout is expected to match /^-a (always,exit|exit,always) -F arch=b64 -S (.*init_module.*) -F key=modules/"
31,327a2ddd79a2ef19ffd311ad66829b4f,i-0b2d288779c9ff43d,Ensure ICMP redirects are not accepted : Kernel Parameter net.ipv6.conf.all.accept_redirects value is expected to eq 0
32,1f66d48137f0dc05851dd88ea09a824b,i-0b2d288779c9ff43d,Ensure audit_backlog_limit is sufficient (). : File /boot/boot/grub/menu.lst content is expected to match /audit_backlog_limit=8192/
33,67db95fabf418181a219f6948a2e8dee,i-08fb7ae532171e2f6,"Ensure unsuccessful unauthorized file access attempts are collected : Command: `auditbeat show auditd-rules | grep access` stdout is expected to match /^-a (always,exit|exit,always) -F arch=b64 -S (.*open.*) -F exit=-EACCES -F auid>=(1000|ubuntu) -F auid!=(-1|4294967295) -F key=access/"
34,d0794c59a416481a2bd892f7cfb2abd1,i-0b2d288779c9ff43d,"Ensure use of privileged commands is collected : Command: `auditbeat show auditd-rules | grep privileged` stdout is expected to match /^-a (always,exit|exit,always) -S all -F path=\/usr\/bin\/chfn -F perm=x -F auid>=(1000|ubuntu) -F auid!=(-1|4294967295) -F key=privileged/"
35,4a14ebad14f9a547e81ce5b7e1a41c23,i-08fb7ae532171e2f6,Ensure ICMP redirects are not accepted : Kernel Parameter net.ipv4.conf.default.accept_redirects value is expected to eq 0
36,a8faedead547f7d862c96aa9a3d31dc4,i-0b2d288779c9ff43d,Ensure suspicious packets are logged : Kernel Parameter net.ipv4.conf.default.log_martians value is expected to eq 1
37,5fc028ee9ef50ba1c531f5dd7ed74a19,i-08fb7ae532171e2f6,"Ensure discretionary access control permission modification events are collected : Command: `auditbeat show auditd-rules | grep perm_mod` stdout is expected to match /^-a (always,exit|exit,always) -F arch=b64 -S (.*removexattr.*) -F auid>=(1000|ubuntu) -F auid!=(-1|4294967295) -F key=perm_mod/"
38,1bf8feb726d04e028160e0013c33f545,i-0b2d288779c9ff43d,Ensure audit_backlog_limit is sufficient (). : File /boot/grub/menu.lst content is expected to match /audit_backlog_limit=8192/
39,d5de436477e85c6624aeebec0eff2365,i-08fb7ae532171e2f6,"Ensure discretionary access control permission modification events are collected : Command: `auditbeat show auditd-rules | grep perm_mod` stdout is expected to match /^-a (always,exit|exit,always) -F arch=b32 -S (.*fchmod.*) -F auid>=(1000|ubuntu) -F auid!=(-1|4294967295) -F key=perm_mod/"
40,eed57d3c988f8b30fbec19824df4824a,i-0b2d288779c9ff43d,"Ensure discretionary access control permission modification events are collected : Command: `auditbeat show auditd-rules | grep perm_mod` stdout is expected to match /^-a (always,exit|exit,always) -F arch=b32 -S (.*fremovexattr.*) -F auid>=(1000|ubuntu) -F auid!=(-1|4294967295) -F key=perm_mod/"
41,c90ba9c1daef900dd21f6457e3901d64,i-0b2d288779c9ff43d,Ensure unneeded services are disabled. : Service rsync is expected not to be enabled
42,6f2998602e496be8be3a2f88e703d567,i-08fb7ae532171e2f6,"Ensure use of privileged commands is collected : Command: `auditbeat show auditd-rules | grep privileged` stdout is expected to match /^-a (always,exit|exit,always) -S all -F path=\/usr\/bin\/newuidmap -F perm=x -F auid>=(1000|ubuntu) -F auid!=(-1|4294967295) -F key=privileged/"
43,93250c683bc078f3ef2ac49e1df37883,i-08fb7ae532171e2f6,"Ensure unsuccessful unauthorized file access attempts are collected : Command: `auditbeat show auditd-rules | grep access` stdout is expected to match /^-a (always,exit|exit,always) -F arch=b64 -S (.*openat.*) -F exit=-EACCES -F auid>=(1000|ubuntu) -F auid!=(-1|4294967295) -F key=access/"
44,8eeca601fc60382077eb946a3dfd3ff6,i-0b2d288779c9ff43d,"Ensure discretionary access control permission modification events are collected : Command: `auditbeat show auditd-rules | grep perm_mod` stdout is expected to match /^-a (always,exit|exit,always) -F arch=b64 -S (.*lsetxattr.*) -F auid>=(1000|ubuntu) -F auid!=(-1|4294967295) -F key=perm_mod/"
45,32fcfe218be690f8dee8888503a545fd,i-0b2d288779c9ff43d,"Ensure use of privileged commands is collected : Command: `auditbeat show auditd-rules | grep privileged` stdout is expected to match /^-a (always,exit|exit,always) -S all -F path=\/usr\/bin\/mlocate -F perm=x -F auid>=(1000|ubuntu) -F auid!=(-1|4294967295) -F key=privileged/"
46,89e897916f487e5e14c70ec1e94f1901,i-08fb7ae532171e2f6,"Ensure use of privileged commands is collected : Command: `auditbeat show auditd-rules | grep privileged` stdout is expected to match /^-a (always,exit|exit,always) -S all -F path=\/bin\/mount -F perm=x -F auid>=(1000|ubuntu) -F auid!=(-1|4294967295) -F key=privileged/"
47,9fed83be923eef188f6b91395e142875,i-0b2d288779c9ff43d,"Ensure unsuccessful unauthorized file access attempts are collected : Command: `auditbeat show auditd-rules | grep access` stdout is expected to match /^-a (always,exit|exit,always) -F arch=b32 -S (.*truncate.*) -F exit=-EACCES -F auid>=(1000|ubuntu) -F auid!=(-1|4294967295) -F key=access/"
48,cee84117d730f1e06abae33e7f50d26e,i-0b2d288779c9ff43d,"Ensure unsuccessful unauthorized file access attempts are collected : Command: `auditbeat show auditd-rules | grep access` stdout is expected to match /^-a (always,exit|exit,always) -F arch=b32 -S (.*openat.*) -F exit=-EPERM -F auid>=(1000|ubuntu) -F auid!=(-1|4294967295) -F key=access/"
49,731474e25460c7964193e84d736e5977,i-0b2d288779c9ff43d,"Ensure unsuccessful unauthorized file access attempts are collected : Command: `auditbeat show auditd-rules | grep access` stdout is expected to match /^-a (always,exit|exit,always) -F arch=b64 -S (.*open.*) -F exit=-EACCES -F auid>=(1000|ubuntu) -F auid!=(-1|4294967295) -F key=access/"
50,72e4c25843484c657e6c00e5c2539d31,i-0b2d288779c9ff43d,Ensure only strong MAC algorithms are used. : Command: `sshd -T | grep -i 'MACs'` stdout is expected not to match /umac-128-etm@openssh.com/
51,e8a5121d5a7bbe32fcae1ee8ff556a20,i-0b2d288779c9ff43d,"Ensure changes made to the auditing tool, Auditbeat, and its audit rules are collected : Command: `auditbeat show auditd-rules | grep auditrules` stdout is expected to match /^-a (always,exit|exit,always) -S all -F path=\/etc\/auditbeat\/audit.rules.d\/(.*.conf) -F perm=(wa|aw) -F auid!=(-1|4294967295) -F key=auditrules/"
52,e775e4a2faa04e8f211ddccf067b76cf,i-08fb7ae532171e2f6,Ensure audit_backlog_limit is sufficient (). : File /boot/grub/grub.conf content is expected to match /audit_backlog_limit=8192/
53,e3ee7ee2cf95bfc484077c1fa862c360,i-08fb7ae532171e2f6,"Ensure use of privileged commands is collected : Command: `auditbeat show auditd-rules | grep privileged` stdout is expected to match /^-a (always,exit|exit,always) -S all -F path=\/usr\/bin\/chsh -F perm=x -F auid>=(1000|ubuntu) -F auid!=(-1|4294967295) -F key=privileged/"
54,95af215b0dc0af7992d24c2600d9523d,i-08fb7ae532171e2f6,"Ensure changes to system administration scope (sudoers) are collected : Command: `auditbeat show auditd-rules | grep scope` stdout is expected to match /^-a (always,exit|exit,always) -S all -F path=\/etc\/sudoers -F perm=(wa|aw) -F auid!=(-1|4294967295) -F key=scope/"
55,cbdd41cf7a47e8a0ae778131f0097277,i-0b2d288779c9ff43d,"Ensure use of privileged commands is collected : Command: `auditbeat show auditd-rules | grep privileged` stdout is expected to match /^-a (always,exit|exit,always) -S all -F path=\/usr\/bin\/newgrp -F perm=x -F auid>=(1000|ubuntu) -F auid!=(-1|4294967295) -F key=privileged/"
56,0c2a078c029ea3d630b2940fbfafc4e8,i-0b2d288779c9ff43d,"Ensure unsuccessful unauthorized file access attempts are collected : Command: `auditbeat show auditd-rules | grep access` stdout is expected to match /^-a (always,exit|exit,always) -F arch=b64 -S (.*truncate.*) -F exit=-EACCES -F auid>=(1000|ubuntu) -F auid!=(-1|4294967295) -F key=access/"
57,5952f21847ebd8c6006bd55f447cd9b0,i-0b2d288779c9ff43d,"Ensure use of privileged commands is collected : Command: `auditbeat show auditd-rules | grep privileged` stdout is expected to match /^-a (always,exit|exit,always) -S all -F path=\/bin\/ping -F perm=x -F auid>=(1000|ubuntu) -F auid!=(-1|4294967295) -F key=privileged/"
58,79c7fc4d228aa2f6985ccbd9ae0edc09,i-08fb7ae532171e2f6,"Ensure discretionary access control permission modification events are collected : Command: `auditbeat show auditd-rules | grep perm_mod` stdout is expected to match /^-a (always,exit|exit,always) -F arch=b64 -S (.*fchmodat.*) -F auid>=(1000|ubuntu) -F auid!=(-1|4294967295) -F key=perm_mod/"
59,d5af0006a4fce4a8746b7f1e7b1a99e0,i-08fb7ae532171e2f6,Ensure chrony is installed and running. : Processes chronyd is expected to exist
60,bd960c4b55b10195e86ecef5702bccda,i-0b2d288779c9ff43d,"Ensure events that modify date and time information are collected : Command: `auditbeat show auditd-rules | grep time-change` stdout is expected to match /^-a (always,exit|exit,always) -F arch=b64 -S (.*settimeofday.*) -F auid!=(-1|4294967295) -F key=time-change/"
61,fea7265bd6c9e3ff3e5961b4f972b787,i-08fb7ae532171e2f6,"Ensure discretionary access control permission modification events are collected : Command: `auditbeat show auditd-rules | grep perm_mod` stdout is expected to match /^-a (always,exit|exit,always) -F arch=b32 -S (.*lsetxattr.*) -F auid>=(1000|ubuntu) -F auid!=(-1|4294967295) -F key=perm_mod/"
62,b3119aaf28a5df748089bd1e52999e84,i-0b2d288779c9ff43d,"Ensure discretionary access control permission modification events are collected : Command: `auditbeat show auditd-rules | grep perm_mod` stdout is expected to match /^-a (always,exit|exit,always) -F arch=b64 -S (.*setxattr.*) -F auid>=(1000|ubuntu) -F auid!=(-1|4294967295) -F key=perm_mod/"
63,00feba99651445d618203214bcbd1c09,i-08fb7ae532171e2f6,"Ensure unsuccessful unauthorized file access attempts are collected : Command: `auditbeat show auditd-rules | grep access` stdout is expected to match /^-a (always,exit|exit,always) -F arch=b64 -S (.*openat.*) -F exit=-EPERM -F auid>=(1000|ubuntu) -F auid!=(-1|4294967295) -F key=access/"
64,ef011e92d7be338c186717e08b5dee5b,i-0b2d288779c9ff43d,Ensure unneeded network protocols are disabled. : Kernel Module tipc is expected to be disabled
65,40889f5ea637cc6911b70f1d6fb89fa4,i-08fb7ae532171e2f6,"Ensure changes made to the auditing tool, Auditbeat, and its audit rules are collected : Command: `auditbeat show auditd-rules | grep auditrules` stdout is expected to match /^-a (always,exit|exit,always) -S all -F path=\/etc\/auditbeat\/audit.rules.d\/(.*.conf) -F perm=(wa|aw) -F auid!=(-1|4294967295) -F key=auditrules/"
66,616a58d5f87e3fedab6506ca6d5d6dec,i-08fb7ae532171e2f6,"Ensure use of privileged commands is collected : Command: `auditbeat show auditd-rules | grep privileged` stdout is expected to match /^-a (always,exit|exit,always) -S all -F path=\/usr\/bin\/bsd-write -F perm=x -F auid>=(1000|ubuntu) -F auid!=(-1|4294967295) -F key=privileged/"
67,e133efa99f144b504e150b70d567ace6,i-0b2d288779c9ff43d,"Ensure filebeat with default file permissions and is configured to send logs to a remote log host. : File /etc/filebeat/filebeat.yml is expected to be owned by ""root"""
68,ba2ea22f4e14ffbe5ad06b169f38024c,i-0b2d288779c9ff43d,"Ensure session initiation information is collected : Command: `auditbeat show auditd-rules | grep logins` stdout is expected to match /^-a (always,exit|exit,always) -S all -F path=\/var\/log\/wtmp -F perm=(wa|aw) -F auid!=(-1|4294967295) -F key=logins/"
69,ae22e2aa53fa66dae73644102f99a31d,i-08fb7ae532171e2f6,"Ensure login and logout events are collected : Command: `auditbeat show auditd-rules | grep logins` stdout is expected to match /^-a (always,exit|exit,always) -S all -F path=\/var\/log\/tallylog -F perm=(wa|aw) -F auid!=(-1|4294967295) -F key=logins/"
70,11bf1a63d9ea0d54f81151e712e69261,i-0b2d288779c9ff43d,Ensure chrony is installed and running. : System Package chrony is expected to be installed
71,13da5df3be3dc88dba6c64411ac48bb9,i-08fb7ae532171e2f6,"Ensure unsuccessful unauthorized file access attempts are collected : Command: `auditbeat show auditd-rules | grep access` stdout is expected to match /^-a (always,exit|exit,always) -F arch=b64 -S (.*open.*) -F exit=-EPERM -F auid>=(1000|ubuntu) -F auid!=(-1|4294967295) -F key=access/"
72,9c37e9cf24f457d8a866b694fdfe6a0e,i-0b2d288779c9ff43d,Ensure only strong MAC algorithms are used. : Command: `sshd -T | grep -i 'MACs'` stdout is expected not to match /umac-64@openssh.com/
73,e2efb88a746b1dfad5b7e52744fea434,i-0b2d288779c9ff43d,"Ensure auditbeat is installed, enabled and running. : Service auditbeat is expected to be enabled"
74,0eb1f5a481686ceaa178f0da17a40dbf,i-08fb7ae532171e2f6,"Ensure filebeat is installed, enabled and running. : Service filebeat is expected to be running"
75,8e3d34df54cbdd2af6c129a9bb8a3bb5,i-0b2d288779c9ff43d,"Ensure SSH root login is disabled. : Command: `sshd -T | grep -i permitrootlogin` stdout is expected to match ""permitrootlogin no"""
76,9c656ed5f1c5f5091c671128beb7182c,i-0b2d288779c9ff43d,"Ensure successful file system mounts are collected : Command: `auditbeat show auditd-rules | grep mounts` stdout is expected to match /^-a (always,exit|exit,always) -F arch=b64 -S mount -F auid>=(1000|ubuntu) -F auid!=(-1|4294967295) -F key=mounts/"
77,8df0173b8b0e72c00ede0126ad52444e,i-0b2d288779c9ff43d,"Ensure use of privileged commands is collected : Command: `auditbeat show auditd-rules | grep privileged` stdout is expected to match /^-a (always,exit|exit,always) -S all -F path=\/usr\/bin\/traceroute6.iputils -F perm=x -F auid>=(1000|ubuntu) -F auid!=(-1|4294967295) -F key=privileged/"
78,346417d7199f8f7d8795d4268eea4a5d,i-08fb7ae532171e2f6,Ensure secure ICMP redirects are not accepted : Kernel Parameter net.ipv4.conf.default.secure_redirects value is expected to eq 0
79,2b83afe9e7326236b172ce7924766eca,i-0b2d288779c9ff43d,"Ensure unsuccessful unauthorized file access attempts are collected : Command: `auditbeat show auditd-rules | grep access` stdout is expected to match /^-a (always,exit|exit,always) -F arch=b64 -S (.*openat.*) -F exit=-EPERM -F auid>=(1000|ubuntu) -F auid!=(-1|4294967295) -F key=access/"
80,3532948c82e682396afa621b34ffe1e9,i-0b2d288779c9ff43d,"Ensure kernel module loading and unloading is collected : Command: `auditbeat show auditd-rules | grep modules` stdout is expected to match /^-a (always,exit|exit,always) -S all -F path=\/sbin\/insmod -F perm=(wa|aw) -F auid!=(-1|4294967295) -F key=modules/"
81,1e4ee915ab4bdee037581ab5be616519,i-08fb7ae532171e2f6,"Ensure changes made to the auditing tool, Auditbeat, and its audit rules are collected : Command: `auditbeat show auditd-rules | grep auditrules` stdout is expected to match /^-a (always,exit|exit,always) -S all -F path=\/etc\/auditbeat\/auditbeat.yml -F perm=(wa|aw) -F auid!=(-1|4294967295) -F key=auditrules/"
82,f32cc663e2f451fe913935ca3ef0615d,i-08fb7ae532171e2f6,Ensure core dumps are restricted : Kernel Parameter fs.suid_dumpable value is expected to eq 0
83,c649306dfd249ed05daba51634525bcf,i-0b2d288779c9ff43d,"Ensure use of privileged commands is collected : Command: `auditbeat show auditd-rules | grep privileged` stdout is expected to match /^-a (always,exit|exit,always) -S all -F path=\/bin\/su -F perm=x -F auid>=(1000|ubuntu) -F auid!=(-1|4294967295) -F key=privileged/"
84,1870888064e37ca31a52e7c449878dde,i-0b2d288779c9ff43d,Ensure only strong Key Exchange algorithms are used. : Command: `sshd -T | grep -i kexalgorithms` stdout is expected not to match /diffie-hellman-group14-sha1/
85,80a6b4e6bc095059bd898ec7d4cedda6,i-0b2d288779c9ff43d,Ensure secure ICMP redirects are not accepted : Kernel Parameter net.ipv4.conf.default.secure_redirects value is expected to eq 0
86,42e21f582effbac5af287c229663c6c4,i-08fb7ae532171e2f6,"Ensure discretionary access control permission modification events are collected : Command: `auditbeat show auditd-rules | grep perm_mod` stdout is expected to match /^-a (always,exit|exit,always) -F arch=b64 -S (.*fchmod.*) -F auid>=(1000|ubuntu) -F auid!=(-1|4294967295) -F key=perm_mod/"
87,cccfe94418c136c94368bbfc6c8fa8a3,i-08fb7ae532171e2f6,Ensure mounting of unneeded filesystems are disabled : Kernel Module hfs is expected to be disabled
88,79949a660fd0004bed0e1e1c4ab7137d,i-0b2d288779c9ff43d,"Ensure discretionary access control permission modification events are collected : Command: `auditbeat show auditd-rules | grep perm_mod` stdout is expected to match /^-a (always,exit|exit,always) -F arch=b32 -S (.*chmod.*) -F auid>=(1000|ubuntu) -F auid!=(-1|4294967295) -F key=perm_mod/"
89,1afb15cb781be323b93b49a7ee504fda,i-08fb7ae532171e2f6,"Ensure discretionary access control permission modification events are collected : Command: `auditbeat show auditd-rules | grep perm_mod` stdout is expected to match /^-a (always,exit|exit,always) -F arch=b32 -S (.*removexattr.*) -F auid>=(1000|ubuntu) -F auid!=(-1|4294967295) -F key=perm_mod/"
90,24543f4a207a7cf61c896516edc14329,i-08fb7ae532171e2f6,Ensure auditing for processes start prior to auditbeat is enabled. : File /boot/grub/menu.lst content is expected to match /audit=1/
91,25c1bd58678bfb62b3542cd9a772478c,i-08fb7ae532171e2f6,Ensure SSH LoginGraceTime is set to one minute or less. : Command: `sshd -T | grep -i logingracetime` stdout is expected to match /^logingracetime\s(?:[1-9]|0[1-9]|60)$/
92,7e80fdf36577a74e08915555650f688f,i-08fb7ae532171e2f6,"Ensure use of privileged commands is collected : Command: `auditbeat show auditd-rules | grep privileged` stdout is expected to match /^-a (always,exit|exit,always) -S all -F path=\/bin\/ping -F perm=x -F auid>=(1000|ubuntu) -F auid!=(-1|4294967295) -F key=privileged/"
93,afe3c03392bae1f7165ed02e67621a6f,i-0b2d288779c9ff43d,Ensure auditing for processes start prior to auditbeat is enabled. : File /usr/share/oem/grub.cfg content is expected to match /audit=1/
94,59826d01099293620ad66c35aba9cfb5,i-08fb7ae532171e2f6,"Ensure events that modify user/group information are collected : Command: `auditbeat show auditd-rules | grep identity` stdout is expected to match /^-a (always,exit|exit,always) -S all -F path=\/etc\/passwd -F perm=(wa|aw) -F auid!=(-1|4294967295) -F key=identity/"
95,4d40c85718d330232689755bc0d9bf1c,i-08fb7ae532171e2f6,Ensure audit_backlog_limit is sufficient (). : File /boot/boot/grub/grub.conf content is expected to match /audit_backlog_limit=8192/
96,92a43bcc59e0348b2db2a985f0057717,i-0b2d288779c9ff43d,Ensure auditing for processes start prior to auditbeat is enabled. : File /boot/boot/grub/grub.cfg content is expected to match /audit=1/
97,7f4ac8b768a41d822a4ee25ff12ee785,i-08fb7ae532171e2f6,"Ensure events that modify the system's network environment are collected : Command: `auditbeat show auditd-rules | grep system-locale` stdout is expected to match /^-a (always,exit|exit,always) -S all -F path=\/etc\/issue.net -F perm=(wa|aw) -F auid!=(-1|4294967295) -F key=system-locale/"
98,c1f14afb94923480f10ee23110bdde71,i-0b2d288779c9ff43d,"Ensure events that modify the system's network environment are collected : Command: `auditbeat show auditd-rules | grep system-locale` stdout is expected to match /^-a (always,exit|exit,always) -S all -F path=\/etc\/issue.net -F perm=(wa|aw) -F auid!=(-1|4294967295) -F key=system-locale/"
99,333f36401e520b64b535ce61d825f7a5,i-0b2d288779c9ff43d,"Ensure use of privileged commands is collected : Command: `auditbeat show auditd-rules | grep privileged` stdout is expected to match /^-a (always,exit|exit,always) -S all -F path=\/usr\/bin\/newuidmap -F perm=x -F auid>=(1000|ubuntu) -F auid!=(-1|4294967295) -F key=privileged/"
100,ba7acb8fd6ef698fae451f40d5200ff7,i-0b2d288779c9ff43d,"Ensure file deletion events by users are collected : Command: `auditbeat show auditd-rules | grep delete` stdout is expected to match /^-a (always,exit|exit,always) -F arch=b64 -S (.*rename.*) -F auid>=(1000|ubuntu) -F auid!=(-1|4294967295) -F key=delete/"
101,afe326ae1ae0c4bc94156ef577fa9b32,i-0b2d288779c9ff43d,"Ensure session initiation information is collected : Command: `auditbeat show auditd-rules | grep session` stdout is expected to match /^-a (always,exit|exit,always) -S all -F path=\/var\/run\/utmp -F perm=(wa|aw) -F auid!=(-1|4294967295) -F key=session/"
